title,author,weeks_on_list,publication_date,average_rating,publisher
Word of Honor,Nelson DeMille,,9/1/1998,4.17,Grand Central Publishing
Plum Island (John Corey  #1),Nelson DeMille,,1/1/2002,4.03,Grand Central Publishing
Spencerville,Nelson DeMille,,3/1/2008,3.67,Sphere
Up Country,Nelson DeMille,,4/1/2003,4.02,Vision
Wolfsbrut.,Nelson DeMille,,4/1/2002,3.85,Ullstein
The Talbot Odyssey,Nelson DeMille,,11/2/2000,3.85,Sphere
Night Falls Fast: Understanding Suicide,Kay Redfield Jamison,,10/10/2000,4.1,Vintage
Before Night Falls,Reinaldo Arenas/Dolores M. Koch,,6/15/2001,4.17,Serpents Tail
When True Night Falls (The Coldfire Trilogy  #2),C.S. Friedman,,10/4/2005,4.14,DAW
Nightfall,Anne Stuart,,3/1/1995,3.87,Onyx
When Night Falls,Linda  Anderson,,10/1/2000,3.44,Pocket Books
Before Night Falls,Keith Gray,,9/1/2007,3.39,Barrington Stoke
Where the Broken Heart Still Beats: The Story of Cynthia Ann Parker,Carolyn Meyer,,10/15/1992,3.7,HMH Books for Young Readers
In Cahootz: Sequel to Hoodwinked,Quentin Carter,,10/1/2006,4.47,Triple Crown Publications
Earned Value Project Management,Quentin W. Fleming/Joel M. Koppelman,,6/30/2006,3.77,Project Management Institute
Quintessential Tarantino,Edwin Page,,10/1/2005,3.25,Marion Boyars Publishers Ltd
The Foundations of Modern Political Thought: Volume One: The Renaissance,Quentin Skinner,,2/15/1979,4.36,Cambridge University Press
Tara Road,Maeve Binchy,,3/2/2006,3.9,Orion (an Imprint of The Orion Publishing Group Ltd )
On the Road to Tara,Aljean Harmetz,,9/1/1996,4,Harry N. Abrams
Selected Stories,Andre Dubus,,12/4/1995,4.28,Vintage
Broken Vessels,Andre Dubus,,11/1/1992,4.33,David R. Godine Publisher
In the Bedroom: Seven Stories,Andre Dubus/Todd Field,,1/29/2002,4.16,Vintage
Thirteen Moons,Charles Frazier,,10/3/2006,3.69,Random House
Swimming Upstream: Collaborative Approaches to Watershed Management,Paul A. Sabatier/Will Focht/Mark Lubell/Zev Trachtenberg/Arnold Vedlitz/Marty Matlock,,4/29/2005,3.21,The MIT Press
Story of a Girl,Sara Zarr,,1/10/2007,3.66,Little  Brown Books for Young Readers
Approaches to Teaching Atwood's the Handmaid's Tale and Other Works (Approaches to Teaching World Literature),Sharon Rose Wilson/Thomas B. Friedman/Shannon Eileen Hengen,,1/1/1996,3.75,Modern Language Association of America
The Namesake,Jhumpa Lahiri,,9/1/2004,3.99,Mariner Books
Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us,Donna Freitas,,9/1/2004,3.59,Jossey-Bass
Full House: The Spread of Excellence from Plato to Darwin,Stephen Jay Gould,,9/16/1997,3.96,Three Rivers Press (CA)
Eight Little Piggies: Reflections in Natural History,Stephen Jay Gould,,4/17/1994,4.09,W.W. Norton & Company
Time's Arrow  Time's Cycle: Myth and Metaphor in the Discovery of Geological Time,Stephen Jay Gould,,1/1/1988,3.92,Harvard University Press
The Hedgehog  the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities,Stephen Jay Gould,,3/23/2004,3.63,Three Rivers Press
The Panda's Thumb: More Reflections in Natural History,Stephen Jay Gould,,8/17/1992,4.11,W. W. Norton  Company
Bully for Brontosaurus: Reflections in Natural History,Stephen Jay Gould,,4/17/1992,4.15,W. W. Norton  Company
Hen's Teeth and Horse's Toes: Further Reflections in Natural History,Stephen Jay Gould,,4/17/1994,4.1,W.W. Norton & Company (NY)
The Richness of Life: The Essential Stephen Jay Gould,Stephen Jay Gould/Paul McGarr/Oliver Sacks/Steven Rose,,5/17/2007,4.25,W. W. Norton  Company
The Wheel of Life: A Memoir of Living and Dying,Elisabeth Kübler-Ross,,6/19/1998,4.16,Scribner
Persuasive Communication,James B. Stiff/Paul A. Mongeau,,10/18/2002,3.31,The Guilford Press
The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles  #1),Joseph Delaney,,6/30/2005,3.99,Red Fox
Spooks: The Haunting of America: The Private Use of Secret Agents,Jim Hougan,,8/1/1978,4.12,William Morrow & Company
No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.,,9/20/2005,3.93,Scribner
Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals,Vicki Constantine Croke/Vicki Constantine Croke,,11/1/1999,3.95,Dutton Adult
ER Vets: Life in an Animal Emergency Room,Donna M. Jackson,,11/28/2005,3.91,HMH Books for Young Readers
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,,7/22/2004,3.6,W. W. Norton  Company
Citizen Girl,Emma McLaughlin/Nicola Kraus,,10/4/2005,2.4,Washington Square Press
On the Origin of Species by Means of Natural Selection,Charles Darwin/Michael T. Ghiselin,,6/23/2006,3.98,Dover Publications
The Origin of Species/The Voyage of the Beagle,Charles Darwin/Richard Dawkins,,10/14/2003,4.15,Everyman's Library
Genetics and the Origin of Species,Theodosius Dobzhansky/Niles Eldredge/Stephen Jay Gould,,7/22/1982,4.14,Columbia University Press
Organized Crime,Michael D. Lyman/Gary W. Potter,,7/1/2006,3.8,Prentice Hall
Physics of Fully Ionized Gases,Lyman S. Spitzer Jr.,,7/7/2006,4.25,Dover Publications
Criminal Investigation: The Art and the Science,Michael D. Lyman,,10/19/2004,4.21,Prentice Hall
A Collection of Rudyard Kipling's Just So Stories,Rudyard Kipling/Christopher Corr,,10/7/2004,4.09,Candlewick
Collected Stories,Rudyard Kipling,,10/20/1994,4.06,Everyman
Just So Stories,Rudyard Kipling,,8/5/2003,4.09,Gramercy Books
If: A Father's Advice to His Son,Rudyard Kipling/Charles R. Smith Jr.,,3/27/2007,4.39,Atheneum Books for Young Readers
Much Ado about Nothing,William Shakespeare/Jacky Bratton,,5/2/1998,4.07,Cambridge University Press
Much Ado about Nothing,William Shakespeare/Roma Gill,,12/2/2004,4.07,Oxford University Press  USA
The Waste Land,T.S. Eliot/Michael North,,12/1/2000,4.11,W.W. Norton & Company
The Annotated Waste Land with Eliot's Contemporary Prose,T.S. Eliot/Lawrence Rainey,,8/28/2006,4.11,Yale University Press
The Waste Land and Other Writings,T.S. Eliot/Mary Karr,,1/8/2002,4.21,Modern Library
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,,6/23/2003,4.24,Viking Adult
Timequake,Kurt Vonnegut Jr.,,10/17/1997,3.72,Jonathan Cape
Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom/Bruce Degen,,7/1/2004,3.49,Aladdin
What a Scare  Jesse Bear,Nancy White Carlstrom/Bruce Degen,,3/21/2012,3.47,Aladdin
Political Philosophy: A Beginners' Guide for Students and Politicians,Adam Swift,,8/4/2006,3.93,Polity Press
Liberals and Communitarians,Stephen Mulhall/Adam Swift,,5/1/1996,4,Wiley-Blackwell
Political Philosophy: A Beginner's Guide for Students and Politicians,Adam Swift,,10/15/2001,3.93,Polity Press
Seven Men and Two Others,Max Beerbohm,,1/9/2001,3.88,Carlton Publishing Group
Dakota,Matt Braun,,8/30/2005,3.72,St. Martin's Paperbacks
El Paso,Matt Braun,,7/15/1999,3.35,St. Martin's Paperbacks
The Visual Arts: A History,Hugh Honour/John Fleming,,12/1/2002,3.85,Harry N. Abrams
The Visual Arts: A History  Volume 2,Hugh Honour/John Fleming,,5/27/2005,4,Prentice Hall
The Visual Arts: A History,Hugh Honour/John Fleming,,5/1/2005,3.85,Prentice Hall
The Brooklyn Bridge (Wonders of the World),Elizabeth Mann/Alan Witschonke,,9/12/2006,4.44,Mikaya Press
John Adams,John Patrick Diggins/Arthur M. Schlesinger Jr.,,6/11/2003,3.88,Times Books
The I Ching or Book of Changes,Richard Wilhelm/Cary F. Baynes/C.G. Jung,,6/29/1989,4.19,Penguin Books
The Complete I Ching: The Definitive Translation,Anonymous/Alfred Huang,,4/15/2004,4.28,Inner Traditions International
I Ching: The Book of Change,Anonymous/John Blofeld,,8/1/1991,4.19,Penguin Books
The Everyday I Ching,Sarah Dening,,1/15/1997,4.19,St. Martin's Griffin
Richard Matheson's Hell House  Book 1,Ian Edginton/Simon Fraser,,1/11/2005,4.08,IDW Publishing
H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli,,4/19/2006,3.87,Dark Horse
New Complete Guide to Sewing,Reader's Digest Association,,10/24/2002,4.23,Readers Digest.
A Reader's Digest Songbook: Remembering Yesterday's Hits,William L. Simon,,10/1/1987,4.38,Reader's Digest Association
Complete Guide to the Bible,Reader's Digest Association,,8/24/1998,4.58,Readers Digest
焼きたて!!ジャぱん 1,Takashi Hashiguchi/橋口 たかし,,3/18/2002,3.97,小学館
200 Quilt Blocks: To Mix and Match,Davina Thomas,,10/1/2005,4.09,Krause Publications
The Girl in the Glass,Jeffrey Ford,,8/16/2005,3.72,William Morrow Paperbacks
Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,,5/1/2006,4.03,Disney-Hyperion
Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer,,10/5/2006,3.55,Margaret K. McElderry Books
It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff,Peter Walsh,,1/1/2007,3.85,Free Press
Peter Pan,J.M. Barrie/Michael Hague,,10/1/2003,4.08,Henry Holt and Co.
The Callahan Chronicals (Callahan's #1-3),Spider Robinson,,10/15/1997,4.31,Tor
The Pinhoe Egg  (Chrestomanci  #6),Diana Wynne Jones,,10/3/2006,4.06,Greenwillow Books
The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,,4/10/2007,4.21,Greenwillow Books
The Time of the Ghost,Diana Wynne Jones,,1/1/1981,3.66,HarperTrophy
Whitethorn Woods,Maeve Binchy,,3/6/2007,3.61,Knopf Publishing Group
The Builders,Maeve Binchy,,11/1/2006,3.97,New Island Books
Dublin 4,Maeve Binchy,,5/4/2006,3.64,Arrow
Victoria Line  Central Line,Maeve Binchy,,7/6/2006,3.6,Arrow
Echoes,Maeve Binchy,,2/10/1997,3.8,Dell Publishing Company
Firefly Summer,Maeve Binchy,,8/3/2006,3.91,Arrow
Aches & Pains,Maeve Binchy/Wendy Shea,,6/13/2000,3.53,Delacorte Press
The Glass Lake,Maeve Binchy,,6/29/2005,3.93,The Orion Publishing Group Ltd
The Copper Beech,Maeve Binchy,,6/1/2005,3.91,Orion
Dr. Jekyll and Mr. Hyde (Bullseye Chillers),Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson,,2/12/1984,3.81,Random House Books for Young Readers
Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling/Mary GrandPré,,11/12/1999,4.47,Thorndike Press Large Print
Code Word Kangaroo (Adam Sharp #6),George E. Stanley/Guy Francis,,9/28/2004,4.14,Random House Books for Young Readers
Operation Spy School (Adam Sharp  #4),George E. Stanley/Guy Francis,,9/23/2003,3.8,Random House Books for Young Readers
The Empty Envelope (A to Z Mysteries  #5),Ron Roy/John Steven Gurney,,9/9/2009,4.06,Random House Books for Young Readers
The School Skeleton (A to Z Mysteries  #19),Ron Roy/John Steven Gurney,,1/28/2003,3.99,Random House Books for Young Readers
Moose Master (Adam Sharp #5),George E. Stanley/Guy Francis,,4/27/2004,4.12,Random House Books for Young Readers
La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,,1/1/2006,4.38,Gaia Books
Eva Hesse Drawing,Catherine de Zegher/Elisabeth Sussman,,12/28/2006,4.55,Yale University Press
Inferno,Dante Alighieri/Anthony M. Esolen,,10/25/2005,4,Modern Library
The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,,5/1/2006,3.5,Mariner Books
Wither (Wendy Ward  #1),J.G. Passarella,,3/1/2000,3.71,Pocket Books
Howl's Moving Castle Film Comic  Vol. 1,Hayao Miyazaki/Diana Wynne Jones,,8/2/2005,4.41,VIZ Media LLC
Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1),Hayao Miyazaki/Diana Wynne Jones,,9/1/2005,4.41,VIZ Media LLC
The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library),Sophocles/Ruby Blondell,,12/1/2001,3.97,Focus
The Complete Greek Tragedies  Volume 2: Sophocles,Sophocles/David Grene/Richmond Lattimore,,8/1/1992,4.14,University of Chicago Press
Doctor Faustus,Thomas Mann/John E. Woods,,7/27/1999,4.08,Vintage
Doctor Faustus,Christopher Marlowe/David Wootton,,3/15/2005,3.8,Hackett Publishing Company  Inc.
Doctor Faustus,Thomas Mann/T.J. Reed/H.T. Lowe-Porter,,6/2/1992,4.08,Everyman's Library
The Makioka Sisters,Jun'ichirō Tanizaki/Edward G. Seidensticker,,9/26/1995,4.03,Vintage
Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,,3/12/1996,4.16,Grand Central Publishing
Quicksand,Jun'ichirō Tanizaki/Howard Hibbett,,6/24/1995,3.65,Vintage
Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,,4/10/2001,3.69,Vintage
Seven Japanese Tales,Jun'ichirō Tanizaki/Howard Hibbett,,10/1/1996,3.85,Vintage
A Cat  a Man  and Two Women,Jun'ichirō Tanizaki/Paul McCarthy,,4/1/1992,3.8,Kodansha
The Reed Cutter & Captain Shigemoto's Mother,Jun'ichirō Tanizaki/Anthony H. Chambers,,6/24/1995,3.67,Vintage
In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,,12/1/1977,4.09,Leete's Island Books
Le chat  son maître et ses deux maîtresses,Jun'ichirō Tanizaki,,1/23/1997,3.8,Gallimard
Small Gods (Discworld  #13),Terry Pratchett,,8/1/2005,4.29,Corgi
Wintersmith (Discworld  #35; Tiffany Aching  #3),Terry Pratchett,,10/1/2006,4.24,HarperTempest
Strata,Terry Pratchett,,4/22/1988,3.49,Corgi
The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings),Terry Pratchett,,9/30/2003,4.07,HarperCollins
The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,,9/13/2005,4,Harper
The Truth (Discworld  #25; Industrial Revolution  #2),Terry Pratchett,,2/21/2002,4.27,Bloomsbury Methuen Drama
A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett,,5/5/2005,4.3,Corgi Childrens
The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett/Paul Kidby,,8/20/2002,4.17,Harper Voyager
Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett,,2/6/2001,4.13,Hartorch
A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,,5/1/1998,4.06,Transworld Publishers
The Light Fantastic (Discworld  #2; Rincewind #2),Terry Pratchett,,2/2/2000,3.97,HarperTorch
Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,,9/13/2005,4.03,Harper Perennial
Interesting Times: The Play,Stephen Briggs/Terry Pratchett,,7/4/2002,4.15,Bloomsbury Methuen Drama
Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,,11/1/2001,4,Corgi
Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,,4/1/2005,3.94,Corgi
Darwin's Watch (The Science of Discworld  #3),Terry Pratchett/Ian Stewart/Jack Cohen,,8/3/2006,3.94,Ebury Press
Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,,4/1/2005,4.28,Corgi
Only You Can Save Mankind (Johnny Maxwell  #1),Terry Pratchett,,7/25/2006,3.72,HarperTrophy
The Flying Sorcerers: More Comic Tales of Fantasy,Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/Stanisław Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison,,2/4/1999,3.99,Orbit
Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant,,10/1/2005,4.11,Doubleday
Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett,,8/1/2005,4.17,Corgi
Guards! Guards! (Discworld  #8),Terry Pratchett,,7/31/2001,4.33,Turtleback Books
Hogfather (Discworld  #20; Death  #4),Terry Pratchett,,10/2/2006,4.23,Corgi
The Amazing Maurice and His Educated Rodents (Discworld  #28),Terry Pratchett,,11/6/2001,4.05,HarperCollins
Rincewind the Wizzard,Terry Pratchett,,1/1/1999,4.21,Science Fiction Book Club
Going Postal (Discworld  #33),Terry Pratchett,,9/28/2004,4.38,Harper
The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby,,10/18/2001,4.17,Gollancz
Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,,9/8/1999,4.14,Harper Voyager
Truckers (Bromeliad Trilogy  #1),Terry Pratchett,,4/1/2004,3.92,HarperCollins
X-Statix  Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope,,1/1/2003,3.97,Marvel
Elliott Erwitt: Snaps,Murray Sayle/Charles Flowers/Elliott Erwitt,,6/1/2003,4.72,Phaidon Press
If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,,8/24/2002,4,L.A. Weekly Books
Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,,7/1/2004,4,Citadel
Team Yankee,Harold Coyle,,9/1/1988,4.07,Berkley
At Sword's Point (Knights of the Blood  #2),Scott MacMillan/Katherine Kurtz,,8/1/1994,3.52,Roc
Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler,,11/28/2006,3.91,G.P. Putnam's Sons
The Treasure Principle: Unlocking the Secret of Joyful Giving,Randy Alcorn,,10/9/2001,4.13,Multnomah
Snow Treasure,Marie McSwigan/Mary Reardon,,10/5/2006,3.97,Puffin Books
The Damnation Game,Clive Barker,,11/5/2002,3.82,Berkley Books
The Damnation Game,Clive Barker,,1/13/1989,3.82,Random House
Texas Hold'em for Dummies,Mark Harlan,,10/1/2006,3.82,Wiley Publishing
Soldiers of Destruction: The SS Death's Head Division  1933-1945,Charles W. Sydnor Jr.,,5/21/1990,3.99,Princeton University Press
Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Maurice Wright/Paul Greengrass,,7/30/1987,3.73,Viking Penguin Inc.
Nobody Loves a Centurion (SPQR  #6),John Maddox Roberts,,10/10/2003,4.14,St. Martin's Griffin
The Centurion's Empire,Sean McMullen,,5/15/1999,3.61,Tor Science Fiction
The Centurions (The Centurions  #1),Damion Hunter,,11/12/1981,4.14,Ballantine Books
The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani,,2/28/1992,4.2,Praeger Publishers
Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,,11/1/2005,4.42,Potomac Books
Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,Bob Madgic/William L. Crary/Adrian Esteban,,2/6/2007,3.77,Burford Books
Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,,12/25/2002,4.19,Civitas Books
Shattered Dance,Caitlin Brennan,,9/26/2006,3.91,Luna Books
The Shattered Land (Eberron: The Dreaming Dark  #2),Keith Baker,,2/7/2006,3.65,Wizards of the Coast
Koko's Kitten,Francine Patterson/Ronald H. Cohn,,6/1/1987,4.3,Scholastic Press
13th Directorate,Barry Chubin,,2/28/1989,2.62,Ivy Books
The Aviators (Brotherhood of War  #8),W.E.B. Griffin,,5/1/1989,4.25,G.P. Putnam's Sons
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,,5/4/2004,4.03,Ballantine Books
Legends  Lies  Cherished Myths of World History,Richard Shenkman,,11/29/2011,3.47,William Morrow Paperbacks
Trevayne,Robert Ludlum,,10/7/2004,3.62,Orion
Trevayne,Jonathan Ryder/Robert Ludlum,,6/1/1986,3.62,Dell
Red Phoenix,Larry Bond,,4/25/1995,4.02,Warner Books (NY)
Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us,Rick Hicks/Kathy Hicks,,10/1/1999,3.36,Focus on the Family Publishing
The Boomer Bible,R.F. Laird,,1/10/1991,4.23,Workman Publishing Company
A Matter of Trust (Justice  #0),Radclyffe,,2/1/2006,4.21,Bold Strokes Books
A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer,,12/27/2005,4.04,Harlequin Books
A Matter Of Trust,Deb Stover,,1/1/2000,3.31,Kensington
A Matter of Trust,Penny Jordan,,12/23/1994,2.61,Harlequin Presents
Mortal Fear (Mississippi #1),Greg Iles,,2/1/1998,4,Signet
Mortal Fear,Robin Cook,,3/23/1989,3.75,Pan
Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,,1/1/1998,3.6,Kensington
Lonesome Dove,Larry McMurtry,,11/10/2000,4.49,Simon & Schuster
Comanche Moon,Larry McMurtry,,11/6/1997,4.03,Simon & Schuster
Night of the Fox (Dougal Munro and Jack Carter #1),Jack Higgins,,1/25/2008,3.92,Pocket Books
Mitla Pass,Leon Uris,,10/1/1989,3.84,Bantam
The Complete Clive Barker's The Great And Secret Show,Chris Ryall/Gabriel Rodríguez/Clive Barker,,11/8/2006,4.23,IDW Publishing
The Great And Secret Show (Book of the Art #1),Clive Barker,,4/26/1990,4.05,Fontana Books
Star Bright (Star Power  #8),Catherine Hapka,,4/26/2005,3.67,Aladdin Paperbacks
Brown's Star Atlas: Showing All The Bright Stars With Full Instructions How To Find And Use Them For Navigational Purposes And Department Of Trade Examinations.,"Brown, Son & Ferguson",,5/1/1977,0,Brown Son & Ferguson Ltd.
Bright Star's Promise,Karen A. Bale,,7/1/1994,2.77,Zebra
Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,,11/8/2005,4.14,BradyGames
The Dragon Reborn (The Wheel of Time  #3),Robert Jordan,,9/14/2002,4.25,Tor Books
My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,,12/27/2005,4.1,Yearling
The Book of the Dragon,Ciruelo Cabral,,8/1/2005,4.2,Union Square Press
Must Love Dragons (Immortally Sexy  #2),Stephanie Rowe,,11/1/2006,3.98,Warner Forever
Player's Handbook II,David Noonan,,5/9/2006,3.76,Wizards of the Coast
Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,,9/26/2006,3.86,Simon & Schuster Books for Young Readers
The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,,8/3/1993,4.27,Ballantine Books
Running with the Demon (Word & Void #1),Terry Brooks,,7/16/1998,3.97,Orbit Books
The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks,,5/1/2005,4.27,Pocket Books
The Black Unicorn (Magic Kingdom of Landover #2),Terry Brooks,,8/12/1988,3.77,Del Rey Books
Der Sohn von Shannara,Terry Brooks/Tony Westermayr,,12/1/2000,4.16,Goldmann
First King of Shannara (Shannara Prequel),Terry Brooks,,3/19/1996,3.96,Random House Value Publishing
The Best of Lester Del Rey,Lester del Rey/Terry Brooks,,6/6/2000,3.79,Del Rey
The Phantom Menace (Star Wars: Novelizations  #1),Terry Brooks/George Lucas,,3/2/2000,3.57,Arrow
L'epée de Shannara,Terry Brooks/Rosalie Guillaume,,11/27/2002,3.45,Bragelonne
Star Wars. Episode I - Die dunkle Bedrohung,Terry Brooks/George Lucas/Regina Winter,,8/1/1999,3.57,Blanvalet Taschenbuch Verlag
The Deming Management Method,Mary Walton,,10/1/1992,3.95,Management Books 2000
The Scions of Shannara (Heritage of Shannara  #1),Terry Brooks,,10/5/2006,3.99,Orbit
The Three Musketeers (Classic Starts),Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober,,2/1/2007,4.12,Sterling Publishing Co.  Inc.
The One Minute Minute Sales Person,Spencer Johnson,,6/1/2000,3.78,HarperCollins Publishers
JLA  Vol. 14: Trial by Fire,Joe Kelly/Doug Mahnke/Tom Nguyen,,10/1/2004,3.67,DC Comics
Manhunter  Vol. 2: Trial by Fire,Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker,,1/3/2007,3.9,DC Comics
Trial by Fire (Stargate SG-1  #1),Sabine C. Bauer,,6/1/2006,3.79,Fandemonium Books
Trial By Fire,D.W. Buffa,,4/4/2006,3.76,Onyx
Trial by Fire (Newpointe 911 #4),Terri Blackstock,,10/18/2000,4.36,Zondervan
Sahara (Dirk Pitt  #11),Clive Cussler,,3/1/2005,3.96,Pocket Books
Sahara (Dirk Pitt  #11),Clive Cussler,,3/1/1995,3.96,Pocket Books
Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography),Robert Stock,,5/4/2004,3.12,The Guilford Press
Ellora's Cavemen: Dreams of the Oasis Volume II,Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans,,10/1/2005,3.63,Ellora's Cave
Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield,Mark Nesbitt,,10/1/1995,4.03,Thomas Publications (PA)
SeinLanguage,Jerry Seinfeld,,9/1/1993,3.63,Bantam
Der Richter und sein Henker,Friedrich Dürrenmatt/John J. Neumaier/William Gillis,,6/23/1972,3.73,Houghton Mifflin Company
It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf,Norman Schwarzkopf/Peter Petre,,9/1/1993,4.04,Bantam
Battle Cry of Freedom,James M. McPherson,,12/11/2003,4.35,Oxford University Press  USA
The Straight Dope,Cecil Adams,,2/24/1998,4.19,Ballantine Books
Return of the Straight Dope,Cecil Adams/Ed Zotti/Slug Signorino,,3/12/1999,4.22,Ballantine
Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix),Richard P. Feynman/Robert B. Leighton/Matthew L. Sands/Paul Davies,,4/10/1996,4.21,Basic Books
The Feynman Lectures on Physics Vol 2,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,,9/1/2005,4.62,Pearson Education
Sliding Scales (Pip & Flinx #10),Alan Dean Foster,,9/27/2005,3.88,Del Rey Books
Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8),Alan Dean Foster,,9/5/2006,3.68,Del Rey Books
Star Trek: Logs One and Two (Star Trek: Log  #1-2),Alan Dean Foster,,9/5/2006,3.46,Del Rey Books
Mid-Flinx (Pip & Flinx #7),Alan Dean Foster,,9/1/1996,3.94,Del Rey Books
Alien,Alan Dean Foster,,3/29/1979,4.09,Grand Central Publishing
The Chronicles of Riddick,Alan Dean Foster,,12/18/2007,3.95,Del Rey Books
With Friends Like These...,Alan Dean Foster,,11/12/1977,3.94,Del Rey
Nor Crystal Tears (Humanx Commonwealth  #9),Alan Dean Foster,,2/1/1994,4.03,Severn House Publishers
The Hour of the Gate (Spellsinger  #2),Alan Dean Foster,,1/1/2005,3.84,iBooks
Betcha Can't Read Just One,Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem,,12/1/1993,3.92,Ace
Star Wars: The Approaching Storm,Alan Dean Foster,,12/1/2002,3.51,Del Rey Books
